Unnamed: 0,life_expectancy,male_life_expectancy,female_life_expectancy,healthcare_spending,GDP_per_capita,obesity_prevalence,carbon_emissions,schooling,physicians,sanitation_mortality_rate,urban_population,rural_population,sanitation_population_perct,unemployment_perct,mobile_cell_subs,GINI_index
8166,72.6380855563125,69.6175002899721,75.9137190894644,327.220644471273,2432.13069616931,30.6233716116564,4.24779460551362,25.2514495849609,,,49.4034731439792,50.5965268560208,27.3044629541094,5.68540366583347,29.9209292609991,
8167,73.0314780242272,70.0025255310047,76.3161636338485,354.810096460269,2915.82251676412,31.2498989399947,4.5901416329504,26.6769504547119,,,50.3941439609516,49.6058560390485,29.0441007971936,5.62294777639059,38.1112955188625,
8168,73.4510261323619,70.4542250145123,76.6943896762733,395.030169096693,3496.11126317196,31.8939173998821,4.91006918597824,27.5968608856201,,,51.3759366570014,48.6240633429986,30.8988451153957,5.35989513192777,45.9252875612226,
8169,73.743459066663,70.7345055097483,77.0036278219686,431.841830341797,4376.55417891544,32.5332204035814,5.1772467351272,28.139440536499,,,52.3573218695504,47.6426781304496,32.8600833789428,5.08225940871926,55.4748933121573,
8170,73.9213424056777,70.9467244453531,77.1389270030323,489.705479454396,5405.50110275233,33.190522007717,5.30148361151597,28.7211894989014,,,53.3459816871503,46.6540183128497,34.9213281562174,5.11553214237919,65.6164325396086,
8171,74.3333143239422,71.3622926532272,77.5407495414344,555.255535314179,5189.92676530293,33.9092822375691,5.40218772974906,30.0664005279541,,,54.3317898763339,45.6682101236661,37.074368043961,5.54190306614649,74.7709324228179,
8172,74.6153739804093,71.6522099010835,77.8080174455887,573.749544026044,6206.33790150805,34.6303708321914,5.82288777440102,31.5590305328369,1.73777987553598,,55.3123518251694,44.6876481748306,39.3045968213207,5.19782704341429,83.3696823012748,
8173,74.9493923561894,71.9885024490232,78.1343737061614,616.517162460793,7517.32635951737,35.2988744165271,6.22910683577575,33.2642211914063,,,56.2335229086192,43.7664770913809,41.5981956547018,5.09775795997914,91.0566056827835,
8174,75.226664263909,72.2527777387999,78.4242830166675,674.094263420743,7988.69047257311,36.0201196371795,6.32891380102716,35.4157409667969,,,57.1314874340334,42.8685125659666,44.0117581663408,5.01382979729683,98.6995505578557,
8175,75.5213317066979,72.569151351403,78.6880576566407,732.95488040288,8541.23247330249,36.6898571018692,6.50076878309079,38.153938293457,,,58.0279886813036,41.9720113186964,46.4996346235645,4.99706795756566,105.492296388357,
8176,75.7908654534707,72.8395758086043,78.9513238084426,771.787356780796,8812.26181554647,37.4273994257295,6.45228339364033,44.8508682250977,,,58.9228793586551,41.0771206413449,49.0599282192872,4.92916349284194,109.212583160761,
8177,76.0131449870926,73.0606057532426,79.1755358393612,796.369313158456,8213.12337286025,38.1594368492283,6.35509036517157,47.245719909668,,,59.8115327904848,40.1884672095152,51.7005918687898,5.10055705954497,107.639948940905,
8178,76.2581617138085,73.2684810618651,79.4621992020351,826.456739801176,8183.3270469779,38.8257241146291,6.31741687892735,48.5142593383789,,0.755108783727637,60.6948365204439,39.3051634795561,54.4125645868861,5.2832645064325,110.460057411029,
8179,76.4003640305615,73.3340006064239,79.7027436926635,884.148402880497,9021.96592686379,,6.41015983949631,49.4045104980469,,,61.5702986539726,38.4297013460275,57.1911333635138,5.27410732811842,113.603401335573,
8180,76.7706344019779,73.7800368374064,79.961565533501,963.191991342311,9839.46860049612,,6.59781297672419,50.695369720459,2.27551030634797,,62.4311981962771,37.5688018037229,60.0088980941195,5.0532619531759,122.711163672734,
8181,76.9929067424732,74.0257182407394,80.1488628556154,1054.56872770999,9979.25411184343,,6.71122951758885,52.9509201049805,,,63.2738908694456,36.7261091305544,62.6096318502133,5.1847258579108,125.458214884287,
8182,76.7250620203879,73.6734602986652,79.9935216773761,,9706.8431033298,,,56.1590805053711,,,64.0888365415329,35.9111634584671,64.0350431793649,5.92559247551115,123.574448652521,
8183,,,,,11465.857770559,,,,,,64.8761134229437,35.1238865770563,,5.51520831526053,127.099312463371,
8184,55.1464404936659,53.0262753120272,57.4484512076473,,385.620090044521,,,,,,49.416929544477,50.583070455523,,,0.0,
8185,55.6909257565805,53.560406015858,57.9992046420895,,397.526238207974,,,,,,50.2175974534243,49.7824025465757,,,,
8186,56.1378437967081,53.9969440448544,58.4563220945132,,423.647641564565,,,,,,51.0308654060132,48.9691345939868,,,,
8187,56.558689503217,54.4122225333198,58.8807625306053,,420.176950198045,,,,,,51.8473066240784,48.1526933759216,,,,
8188,57.0656260210392,54.8983578821537,59.4072656095359,,453.242077631046,,,,,,52.668606062821,47.3313939371789,,,,
8189,57.46336421778,55.2485424101374,59.8555192495375,,474.217525205199,,,,,,53.4352628978187,46.5647371021813,,,0.0,
8190,57.8791746466327,55.6712916623972,60.2549590375201,,508.423541960097,,,,,,54.2015888285914,45.7984111714086,,,,
8191,58.2658577812039,56.0398663599174,60.6600537151639,,505.445211549315,,,,,,54.9670385787186,45.0329614212814,,,,
8192,58.6431759999173,56.3913239265429,61.0649711015757,,528.836302672949,,,,,,55.7334280265184,44.2665719734816,,,,
8193,58.9950296240786,56.7288648684023,61.4287761892869,,576.237828698802,,,,,,56.4952792934555,43.5047207065445,,,,
8194,59.0667605106434,56.8247122312196,61.4660604652334,,613.149642211434,,,6.92911005020142,,,57.2510680031519,42.7489319968481,,,0.0,
8195,59.8791735458062,57.5679813399033,62.3452920401394,,667.402493546548,,,7.033860206604,,,58.0122165015701,41.9877834984299,,,,
8196,60.2455266760446,57.8943524029061,62.7558428640058,,732.674824050604,,,7.90508985519409,,,58.7665005202513,41.2334994797487,,,,
8197,60.7918005648748,58.3960040962821,63.3471875638419,,951.355789409314,,,8.84941005706787,,,59.4982497069481,40.5017502930519,,,,
8198,61.2112893393203,58.8108614392715,63.7692612536406,,1204.25140051207,,,10.0378799438477,,,60.2245834091689,39.7754165908311,,,,
8199,61.7417945717438,59.275553376369,64.3715167926709,,1233.65240775554,31.9959116561037,,11.3531799316406,,,60.9503441291644,39.0496558708356,,,0.0,
8200,61.9778344805135,59.4815478792123,64.6432166239007,,1322.0018169751,32.6837772506103,,11.7601299285889,,,61.6719685518044,38.3280314481956,,,0.0,
8201,62.5415772618433,59.9425630818844,65.3237704032717,,1418.64573267592,33.3888182335395,,12.0066795349121,,,62.3934602236647,37.6065397763353,,,0.0,
8202,62.9096855240781,60.2443044215708,65.7680060694603,,1571.66135899366,34.0743750478982,,12.4358100891113,,,63.11278892062,36.8872110793799,,,0.0,
8203,63.2564582957914,60.5484645026049,66.1709208570339,,1822.59701250494,34.7792150845722,,13.0079898834229,,,63.8251048251781,36.174895174822,,,0.0,
8204,63.6813664629113,60.9646418575225,66.5994875257821,,2165.7615091836,35.5125118428706,,13.5282802581787,,,64.5352744559727,35.4647255440274,,,0.0,
8205,64.1687399699122,61.4003484548159,67.1573297548429,,2421.76901299444,36.1977245087837,,13.972020149231,,,65.2278119020758,34.7721880979242,,,0.0,
8206,64.5024778705709,61.6975458795469,67.5165373942246,,2198.21039067123,36.8992986591801,,14.1975803375244,,,65.8863791188268,34.1136208811732,,,0.0,
8207,65.0491197190205,62.2635636707123,68.0240437495863,,1885.65407143813,37.6068633431884,,14.7261400222778,,,66.5239265731831,33.4760734268169,,,0.0,
8208,65.4604220318805,62.6579962125053,68.4439349988362,,1847.53050480627,38.3123933163824,,17.0231704711914,,,67.1536393765454,32.8463606234546,,,0.0,
8209,65.7775653042396,63.022214696892,68.691852824058,,1801.18272683364,39.0458563816125,,17.6400394439697,,,67.7757775552238,32.2242224447762,,,0.0,
8210,66.3704449561102,63.5742346382857,69.3206414710751,,1766.37336281839,39.7373246472193,,16.3223094940186,,,68.3822757222081,31.6177242777919,,,0.0,
8211,66.7915552491369,63.9582594941192,69.7784265608219,,1825.61465434772,40.4728400446913,,16.5356292724609,,,68.9762101406475,31.0237898593524,,,0.0009544362067015,
8212,67.1985173576841,64.3483583041557,70.1960612689895,,2000.94548359604,41.1542818958062,,16.9471092224121,,,69.5612216130172,30.4387783869828,,,0.0028687629904192,
8213,67.5370468093682,64.6152380667497,70.6164535309855,,2142.63246504904,41.8862856193392,,16.9973392486572,,,70.1345923604875,29.8654076395125,,,0.007267591588574,
8214,67.8223828668664,64.7991797252679,71.0135782422229,,2508.66342866306,42.5891185695642,2.04477190405203,16.9537200927734,1.21422647635512,,70.6927317735225,29.3072682264775,,,0.0284268789862236,
8215,68.175808248243,65.1295324750873,71.3837933623093,,2644.11031294726,43.3159991068483,2.06584409800141,17.2946395874023,,,71.2150507660351,28.7849492339649,,6.11508306233765,0.0662605272303517,
8216,68.5049877201447,65.4441403859982,71.7243669032071,,2835.60773967011,44.0262457295188,2.06695346634621,17.2233695983887,,,71.7145101265988,28.2854898734012,,6.05748892345081,0.141538066911201,
8217,68.8298169353358,65.7503884691383,72.0651370833735,,3233.03615432859,44.7456328187637,2.08444174127136,17.1334705352783,,,72.2021969026158,27.7978030973842,,6.05915913008561,0.243919059790263,
8218,69.2067970564873,66.1490400615166,72.4082835203603,,3730.36735734017,45.4379345070001,2.14277053772154,17.3227596282959,,,72.6961580931727,27.3038419068273,,6.63227562789434,0.476246930924313,
8219,69.5173347478399,66.4253471792557,72.7541663399856,,3984.05322847663,46.1123571959776,2.15840092959144,19.1943302154541,,,73.1852403628134,26.8147596371866,,7.91677467254005,0.814980566970223,
8220,69.8913116766112,66.802275371818,73.1176659766073,,4241.91501106893,46.8319126969791,2.26551945156727,18.3054294586182,,,73.6524405133964,26.3475594866036,,8.30707637442316,1.35658184198452,
8221,70.2524750567719,67.1541659889053,73.4839130073075,,4577.03585034218,47.4899736476636,2.37033214594679,20.3606090545654,,,74.1284417019277,25.8715582980723,,8.15709349121884,2.56076799911413,
8222,70.5057886983856,67.433797280873,73.7011371041545,,4546.50378476951,48.1955732768845,2.42960118900521,20.6429595947266,,,74.5991392643032,25.4008607356968,,8.50183595503577,4.20004444350747,
8223,70.9107845604445,67.8255967516796,74.1142238432493,,4041.25520035176,48.850466407217,2.37965178771545,22.6717205047607,,,75.0534039771346,24.9465960228654,,9.45808905258078,7.81102751940706,
8224,71.2277140455716,68.0323227481512,74.5636928302304,590.725012400825,4398.05023803418,49.5616617003101,2.42320720363155,23.0933208465576,1.62177045958985,,75.5023676958352,24.4976323041648,15.184878822498,9.33272034517667,12.2337609230264,
8225,71.4866287964554,68.2735771736992,74.8422320299845,622.850862380832,4243.44387606099,50.2099111856378,2.39902894197315,24.5667705535889,,,75.8607251419349,24.1392748580651,15.6149482351797,9.06222499246939,16.0278080762725,
8226,71.8369557976666,68.6393600086026,75.1677994705375,627.455638258398,3758.57723338033,50.8626825318782,2.37601908895203,26.3922901153564,,,76.1899250871311,23.8100749128689,16.0398781652492,9.50094695354887,18.9571871492113,
8227,72.021283120734,68.8934862994953,75.2660166440278,637.819209456109,3785.6872994759,51.5067942654463,2.38386508861236,28.0764503479004,,,76.5110233029417,23.4889766970583,16.808329400861,9.34407851434311,23.2658491501529,
8228,72.3435692057567,69.2025670877216,75.5969482054454,676.053072268147,4306.4998431795,52.1600300481118,2.45840532882987,29.424280166626,,,76.8191308332458,23.1808691667542,17.6282319044985,8.74606364008538,31.7954444641513,
8229,72.7144313638938,69.6001129213702,75.9252841628447,717.954421493087,5142.46516450736,52.8037396890733,2.50922926810612,31.0597190856934,,,77.1224550106189,22.8775449893811,18.3835725233861,8.29291546355655,43.2504190012728,
8230,72.924179926661,69.8100826623751,76.129082602557,797.767244608129,5948.25648399115,53.4450636408866,2.55582253641884,33.4964408874512,,,77.4229529089636,22.5770470910364,19.211452821627,7.59503674968664,54.4247414285209,
8231,73.0659107508402,69.9543850729863,76.2646743150307,868.841275604885,6927.76728831963,54.056820272451,2.60887330761323,35.9083786010742,,,77.7196869018947,22.2803130981052,20.0546373801783,7.15398106623587,67.1288562830228,
8232,73.2879107341403,70.1871069964828,76.4670808592961,904.280151042694,7963.84510283627,54.6783133532775,2.65723522044385,39.1724090576172,,,78.0100102604762,21.9899897395238,20.90740071105,6.78655196771424,79.9377842650537,
8233,73.492292103012,70.4092670125487,76.6437485751884,960.11451982029,7401.72333427753,55.2866699798183,2.57835279617202,40.335090637207,,,78.2931326393543,21.7068673606457,21.7740943259431,7.75890402120238,88.246738255931,
8234,73.3859267325602,70.3187186775992,76.5215518953513,973.369978609456,9081.11422764872,55.8578679797441,2.70776585461302,41.2662887573242,1.78148144122,,78.5690496086234,21.4309503913766,22.6556601386114,7.06482700549021,97.2901114505863,
8235,73.8721676033106,70.8032187273701,77.0011673028814,1020.96557870528,10220.497892665,56.4970864662278,2.78733693890802,43.7988891601563,,,78.8489406838531,21.1510593161469,23.5539612271906,6.69543465963679,105.949680024152,
8236,74.0978531145143,71.0096660522079,77.2499296171179,1039.96342442408,10217.2776964379,57.0810147265374,2.88212691080859,44.2665214538574,,,79.1205088100171,20.8794911899829,24.6055669760752,6.40991312321482,110.522665838666,
8237,74.3472944102357,71.3063311143324,77.4403646359686,1092.76327545402,10357.1656138957,57.6595117420891,2.92103984296096,45.253231048584,,,79.3863342145714,20.6136657854286,25.6756754557824,6.3702301578329,116.169353512972,
8238,74.551521677167,71.542653701275,77.604604951613,1137.97415159051,10451.5252662143,58.2910352668446,2.90539263765911,46.8462104797363,,,79.6495960777735,20.3504039222265,26.7664984602238,6.17430069460524,115.733159375779,
8239,74.6129454814571,71.5620131659456,77.7173403038238,1162.1995341646,8645.27095252049,58.8704921864703,2.85864809940056,48.0889015197754,,,79.9100806771376,20.0899193228624,27.8792492970091,6.66901306312704,111.65214008461,
8240,74.5800541435534,71.4628418893302,77.7675713588614,1143.09111370791,8363.6585703583,59.4331244980854,2.76018066860819,50.0402183532715,,1.66028112597215,80.1657831218561,19.8342168781439,29.0150324092748,7.78200515968422,110.020807477075,
8241,74.734493753292,71.6856501171461,77.8321573723431,1228.73765766177,9201.46648036571,,2.69934773633197,51.415771484375,,,80.4144531276213,19.5855468723787,30.312491142258,8.04569851381536,106.612584681607,
8242,74.8518735371361,71.7802702251186,77.9756944908463,1251.15112532125,8916.08948524633,,2.6114094411891,52.196891784668,2.37115425837651,,80.6507081658117,19.3492918341883,31.5537994701062,7.93816370146033,104.973536386752,
8243,75.0387440456145,71.9546917678068,78.175604416785,1285.13040487103,8707.18736820255,,2.56064921746386,53.1318511962891,,,80.8888555976171,19.1111444023829,32.8145032775876,7.98343365329554,102.708864655695,
8244,73.0384092692938,69.6699012678791,76.5962659279343,,7289.95703684922,,,54.4230194091797,,,81.1345696346194,18.8654303653806,34.0821553893277,10.2007846245111,102.080615981215,
8245,,,,,8327.60519038265,,,,,,81.3770349656779,18.6229650343221,,9.23643904746221,108.164141525835,
8246,54.5039269872955,52.4008909343807,56.7879681903219,,349.932260508671,,,,,,47.9115613639525,52.0884386360475,,,0.0,
8247,55.0540032823466,52.9360114268461,57.3495426806983,,356.229802679238,,,,,,48.7011453725304,51.2988546274695,,,,
8248,55.5345239987981,53.4233100444393,57.8202398308939,,376.581384933838,,,,,,49.5153171881368,50.4846828118632,,,,
8249,55.9982427475328,53.886069155523,58.2807406237202,,368.90344829211,,,,,,50.3342167758207,49.6657832241793,,,,
8250,56.4775308268922,54.3389070396926,58.787842439714,,411.446738320183,,,,,,51.1595721850959,48.8404278149041,,,,
8251,56.8613366087337,54.668909397075,59.2297218916459,,434.040272719777,,,,,,51.924763704414,48.075236295586,,,0.0,
8252,57.2899935258203,55.1164908685586,59.6272344700353,,467.031434934076,,,,,,52.690380643917,47.309619356083,,,,
8253,57.6539283086361,55.4551638495728,60.0183495672349,,462.773970858259,,,,,,53.4559206548655,46.5440793451345,,,,
8254,58.0146112903569,55.7837523943467,60.4145068676381,,485.06258954023,,,,,,54.2230157019266,45.7769842980734,,,,
8255,58.3807850963343,56.1331544368727,60.7951426506902,,529.699457559891,,,,,,54.9866848742849,45.0133151257151,,,,
8256,58.388883104466,56.1734007387377,60.7600262581868,,561.733383896977,,,5.80874013900757,,,55.7462525320645,44.2537474679355,,,0.0,
8257,59.2533559971966,56.9678093461416,61.6904492463193,,606.547808211442,,,6.54484987258911,,,56.5184328764009,43.4815671235991,,,,
8258,59.6555290293656,57.3482570035362,62.1136906559492,,673.175958417345,,,7.32810020446777,,,57.2879914361086,42.7120085638913,,,,
8259,60.1710597091595,57.8182647293898,62.6768878365877,,878.961236586457,,,8.23865032196045,,,58.0353246508297,41.9646753491703,,,,
8260,60.5663172619135,58.1865505813792,63.1019466024207,,1127.26076130234,,,9.50790023803711,,,58.7768755530033,41.2231244469967,,,,
8261,61.0765571452846,58.6329307794418,63.6824485616382,,1187.17306747478,31.3184486140017,,10.8595695495605,,,59.518062927455,40.481937072545,,,0.0,
8262,61.3292086420899,58.8443458955877,63.98408620276,,1262.4674507814,32.004882839954,,11.2654399871826,,,60.2534340418227,39.7465659581773,,,0.0,
8263,61.8759958924111,59.2935228083571,64.6430251132658,,1338.47385070776,32.7138491528676,,11.4703502655029,,,60.9905083124667,39.0094916875333,,,0.0,
8264,62.2396633704457,59.5927821818774,65.0808949401123,,1486.34059732352,33.4026506374155,,11.8522300720215,,,61.7262787387556,38.2737212612444,,,0.0,
8265,62.604205020686,59.9028643023145,65.5168340332373,,1704.88123284137,34.1111407745353,,12.4797897338867,,,62.4554465779056,37.5445534220944,,,0.0,
8266,63.0422859236028,60.3330483721736,65.9576945130732,,2012.17336898118,34.8483120214946,,12.9761600494385,,,63.174888174291,36.825111825709,,,0.0,
8267,63.5102865153371,60.7421562397382,66.5073143876272,,2253.36913049578,35.5390044261702,,13.4527902603149,,,63.8550553362572,36.1449446637428,,,0.0,
8268,63.8494717353907,61.0498682696168,66.8640375230479,,2034.54648809801,36.2434581642159,,13.5908002853394,,,64.5067740979897,35.4932259020103,,,0.0,
8269,64.4405303315679,61.6688900339347,67.403365052651,,1721.26930355123,36.9584775126513,,13.8338899612427,,,65.1516557186125,34.8483442813875,,,0.0,
8270,64.8685412460033,62.0774782664754,67.8418412694734,,1702.9758267853,37.67014096725,,16.2933197021484,,,65.7913712804113,34.2086287195887,,,0.0,
8271,65.1913375892327,62.4404628699186,68.1039335107961,,1654.3339201962,38.4128003319718,,16.9617195129395,,,66.425985073885,33.574014926115,,,0.0,
8272,65.7971006861758,62.9964372645661,68.7563825593471,,1620.88380032294,39.1094215123068,,15.2884101867676,,,67.0457004637816,32.9542995362184,,,0.0,
8273,66.2374934685932,63.3904726147457,69.2442755450484,,1705.98628822634,39.8534577945752,,15.5627698898315,,,67.6539843756789,32.3460156243211,,,0.0,
8274,66.6804161775679,63.8250706714613,69.6872764034759,,1858.10851755242,40.541516676355,,15.9547300338745,,,68.255107968842,31.744892031158,,,0.0003993390585618,
8275,67.0560327861793,64.1416392494018,70.1301159082386,,2048.43091730038,41.2815390822168,,15.9199199676514,,,68.8459751802515,31.1540248197485,,,0.0028217582317695,
8276,67.3523086065451,64.3132411242223,70.5645481635008,,2426.88875510047,41.9939345669664,1.84987409654248,15.7901296615601,1.18348828385034,,69.4246080530212,30.5753919469788,,,0.0206119035471968,
8277,67.6935094252731,64.6372274985099,70.9167424399376,,2548.25835145546,42.7384483008484,1.88231420640765,16.0963592529297,,,69.972747920836,30.027252079164,,5.81563875608079,0.051451637754839,
8278,68.0402963833828,64.9584178833626,71.2880894293454,,2717.96342044539,43.4548265507474,1.87813629616624,15.9583101272583,,,70.4957755785262,29.5042244214738,,5.86022304391166,0.106165060625232,
8279,68.3881274227129,65.3004051713378,71.6357849863447,,3147.2237160108,44.1890909346392,1.89680522653504,15.7783699035645,,,71.0003285660232,28.9996714339768,,5.91822771862748,0.181572262295323,
8280,68.7945519497955,65.7399083687578,71.9951580835524,,3675.69985166515,44.8893289113385,1.96595606825134,15.9656000137329,,,71.512407782612,28.487592217388,,6.42739327191555,0.382442885604176,
8281,69.1180976376956,66.0231672282517,72.3612126920747,,3869.39526935712,45.5743540291837,1.96266391375002,18.0019207000732,,,72.0196945424422,27.9803054575578,,7.81263424989196,0.687066713758085,
8282,69.5211397313667,66.4302416841405,72.7521370342903,,4156.14555703555,46.2989921160077,2.05256189524718,16.9538402557373,,,72.5027818044041,27.4972181955959,,8.0701678368703,1.20301896022258,
8283,69.8639973622265,66.7653251729823,73.0998729139498,,4462.95795196728,46.9649024350882,2.14536366104682,19.1630096435547,,,72.9963834888722,27.0036165111278,,7.95391652524496,2.39347100766435,
8284,70.137702725025,67.0746558726678,73.325788782118,,4413.49757418491,47.6852803072032,2.20702792533493,19.3826808929443,,,73.485275395555,26.514724604445,,8.35685240695274,3.81639060693817,
8285,70.5935439948499,67.5165078157631,73.7908312661973,,3852.17947125025,48.3432526492192,2.16148640193778,21.4976100921631,,,73.9567388816039,26.0432611183961,,9.1293703803265,7.04775688895649,
8286,70.8958518193468,67.7220786749766,74.2115199952262,570.341742637099,4198.97264598428,49.0645378997581,2.21303998804328,21.9811496734619,1.6187218200119,,74.4241738619951,25.5758261380049,29.4809443280146,9.03917870119498,11.1868850419586,
8287,71.2441347047188,68.066547596671,74.5611296073226,599.07351155221,4024.82799123597,49.7204536001783,2.18368412102396,23.2650394439697,,,74.7965535354729,25.2034464645271,29.8534013382364,8.76891644910537,14.7188688145894,
8288,71.5268557202969,68.3559998643101,74.8333335521851,608.163218817329,3568.8636490531,50.3829763505784,2.15243681504602,24.9372997283936,,,75.1519056379837,24.8480943620163,30.2243292352109,9.08833868775011,17.7187505528849,
8289,71.7690466372153,68.6807132860553,74.9722311659078,622.472630373019,3602.59205303752,51.0348484555495,2.16898627433629,26.5793704986572,,,75.5039454660973,24.4960545339027,31.002784438886,8.89848895658088,22.1660914155724,
8290,72.0806394460738,68.9754218472014,75.2982739371462,660.283558250898,4060.39907809262,51.7020173899278,2.23563514193262,27.9409999847412,,,75.8417035256546,24.1582964743454,31.7926314803838,8.35393340116616,30.7347468534854,
8291,72.4617479009951,69.3896719433512,75.6287959202419,705.416669178755,4857.11970843148,52.3547419551161,2.27365703464916,29.0781402587891,,,76.1744378295532,23.8255621704468,32.5926596534198,8.10744965325354,42.1206696085345,
8292,72.6856375537334,69.6121516733098,75.8473833608331,766.67545344923,5602.06142995254,53.0128531217001,2.32011969172824,31.2482204437256,,,76.5042399355943,23.4957600644057,33.4051352657438,7.46821492784946,52.5050889964349,
8293,72.8366748549425,69.7723102031043,75.9840495721568,836.514559612915,6545.22692093972,53.6308903218305,2.37922709691236,33.1782684326172,,,76.8300597464916,23.1699402535084,34.2367869825737,7.08116661173393,65.0626303828852,
8294,73.0939990165182,70.0536367033036,76.2036730821158,880.75518591445,7489.08816707384,54.2679247857343,2.41094955876085,36.1116790771484,,,77.148776001986,22.8512239980141,35.0755867223737,6.70893301218695,78.1826360496174,
8295,73.299162274732,70.2764601643115,76.3825584007034,930.812439866872,6877.57156177517,54.8825223110495,2.3157998371704,37.2427597045898,,,77.4595369723301,22.5404630276699,35.925491895783,7.70561529968238,86.4848019621072,
8296,73.1708311791752,70.1589422645288,76.245725225574,950.066510515336,8520.91851854373,55.4648588492108,2.44628243999975,38.0886497497559,1.78123779137457,,77.7620553853405,22.2379446146595,36.7766365572893,6.97932052357665,95.8182297655342,
8297,73.6854941781702,70.6649329393156,76.7619504005956,990.914375869593,9847.59920897527,56.1221231787584,2.52701304408564,40.6960792541504,,,78.0704293258381,21.9295706741619,37.6540782612574,6.63857739183795,104.873560984399,
8298,73.9288549601651,70.8939236646927,77.0218568231472,1010.70495421759,9686.90535966314,56.7190652946978,2.58970110750778,41.1374282836914,,,78.3703053668814,21.6296946331186,38.7449358275906,6.36893469779646,109.505042552482,
8299,74.182560407855,71.1929196057364,77.2204086984021,1069.66163971964,9834.53012990857,57.3096636188088,2.63543176189991,42.1147003173828,,,78.6636510547205,21.3363489452795,39.8545413568727,6.29393348419222,115.849606585501,
8300,74.4202335743916,71.4690139683421,77.4093583451994,1114.02646446584,9775.56734787074,57.9585322734433,2.63937333540133,43.8140487670898,,,78.9541775243717,21.0458224756283,40.9829316987208,6.09706683225839,115.354257469528,
8301,74.4645177378967,71.4660007882097,77.5116610013408,1152.26904362012,8223.39454971266,58.5468847502667,2.6136839325744,45.1289710998535,,,79.2415509833092,20.7584490166908,42.1288913387259,6.69588518790491,111.507257642849,
8302,74.4641124497848,71.4064272983066,77.5823698880401,1133.64957045789,7909.62822168351,59.121061642825,2.52979376939334,47.2327003479004,,1.73320116308282,79.5245952798838,20.4754047201162,43.2904499141153,7.94995221545356,110.132088889454,
8303,74.6357134745378,71.6265234873151,77.6870211600796,1217.75314515501,8729.1830627764,,2.48471284068206,48.7684097290039,,,79.8038864436457,20.1961135563543,43.7998017200806,8.24418118897975,106.949477222888,
8304,74.764131298142,71.7408744616974,77.8303919975449,1240.97699509441,8384.845372535,,2.40343867741458,49.523811340332,2.37399405686515,,80.0770536608424,19.9229463391576,45.0558568255045,8.11469585720429,105.416355456367,
8305,74.9541760346303,71.9117803779379,78.0414646471651,1275.97617295304,8181.62274744186,,2.36915012107168,50.5689811706543,,,80.3482986968432,19.6517013031568,46.3330210919994,8.13731392666408,103.140077759394,
8306,72.8303132346882,69.4915984949068,76.3584358596344,,6789.39264970385,,,52.021900177002,,,80.6190591795483,19.3809408204516,47.5611153862178,10.2626637928647,102.690558987475,
8307,,,,,7728.03330913836,,,,,,80.8854026853617,19.1145973146383,,9.34145607964254,109.12980620029,
8308,54.6577464915439,52.5173864745997,56.9779633353898,,380.486958081376,,,,,,49.1500044988899,50.8499955011101,,,0.0,
8309,55.2159397419423,53.0701889520769,57.536575229968,,391.555062260675,,,,,,49.9680894345371,50.0319105654629,,,,
8310,55.6684313952621,53.5112121566215,58.0001785282088,,416.799171433031,,,,,,50.799007432751,49.200992567249,,,,
8311,56.1123798328027,53.9479513935025,58.4494662743923,,412.287198501237,,,,,,51.6327172773935,48.3672827226065,,,,
8312,56.6102175153467,54.4302486296053,58.9606355070125,,444.648253551749,,,,,,52.4712808885666,47.5287191114334,,,,
8313,57.0124320156465,54.7847829563669,59.4131957753255,,464.502817077065,,,,,,53.2523913732518,46.7476086267482,,,0.0,
8314,57.4349920637817,55.2157155471327,59.8175559686951,,497.7809721068,,,,,,54.0331269036742,45.9668730963258,,,,
8315,57.8274313320097,55.5893927466855,60.2292888272915,,493.304785556115,,,,,,54.8128677419654,45.1871322580346,,,,
8316,58.2112963549214,55.9454552915898,60.6432441054501,,515.23920020044,,,,,,55.5933576697448,44.4066423302552,,,,
8317,58.5654271166903,56.2864154872701,61.0079692673592,,560.871837372212,,,,,,56.3692663946313,43.6307336053687,,,,
8318,58.6283404961463,56.3754953336356,61.0339285333076,,596.108537807118,,,6.17079019546509,,,57.1400108582324,42.8599891417676,,,0.0,
8319,59.461059742546,57.1374842069356,61.9349373766607,,646.623582521112,,,6.95028018951416,,,57.9023431779028,42.0976568220972,,,,
8320,59.8276036602195,57.4643949664211,62.3448880924749,,708.646013732698,,,7.80136013031006,,,58.6542676159376,41.3457323840625,,,,
8321,60.380050013207,57.9719597731205,62.9422011635115,,927.859125269968,,,8.72908020019531,,,59.3832565617139,40.6167434382862,,,,
8322,60.8029384665058,58.3904176727151,63.3676070520619,,1184.55838247865,,,9.91730976104736,,,60.106950986672,39.893049013328,,,,
8323,61.3414475545376,58.8602162211837,63.9814182729083,,1208.99028309191,32.0151235593232,,11.2267999649048,,,60.830715333545,39.169284666455,,,0.0,
8324,61.5748674069027,59.0635456633957,64.2504892952777,,1296.59607306382,32.7022728077134,,11.5767097473145,,,61.5508374152977,38.4491625847023,,,0.0,
8325,62.1527745409322,59.5359219969364,64.9482075340203,,1393.18504779695,33.4039443488184,,11.7412595748901,,,62.2717230698202,37.7282769301798,,,0.0,
8326,62.5309742436939,59.8478868778665,65.4019814504647,,1537.40926662503,34.0888389398631,,12.0805597305298,,,62.9906837454784,37.0093162545216,,,0.0,
