Unnamed: 0,life_expectancy,male_life_expectancy,female_life_expectancy,healthcare_spending,GDP_per_capita,obesity_prevalence,carbon_emissions,schooling,physicians,sanitation_mortality_rate,urban_population,rural_population,sanitation_population_perct,unemployment_perct,mobile_cell_subs,GINI_index
2711,48.312,47.33,49.304,75.0917511,664.597609381492,18.1,0.0479759533792827,1.4206999540329,,,21.801,78.199,8.712721622,0.856000006198883,2.098948007,
2712,48.286,47.083,49.515,75.53330231,716.667802737587,18.5,0.0492011366102632,,0.0352,,21.834,78.166,8.735437119,0.912000000476837,4.496482312,
2713,48.751,47.521,50.005,69.18518066,806.71034912949,18.9,0.0466299117267793,,,,21.868,78.132,8.758663425,0.924000024795532,8.564571843,
2714,49.024,47.788,50.281,65.68215179,936.49422316524,19.3,0.0486545066557265,1.94304001331329,,,21.901,78.099,8.782082065,0.943000018596649,14.41614955,
2715,49.196,48.045,50.361,73.01532745,808.161563037331,19.8,0.0687187913580705,2.00883007049561,,,21.934,78.066,8.834288152,0.958000004291534,19.84424669,
2716,49.584,48.388,50.798,74.05310059,896.87663574063,20.2,0.104247874670578,2.09606003761292,,,21.985,78.015,8.895495427,0.952000021934509,24.17292974,
2717,50.009,48.76,51.279,70.3765564,988.194214568524,20.7,0.0893021704357751,2.21495008468628,,,22.054,77.946,8.966240509,1.00499999523163,29.75922512,43.3
2718,50.54,49.255,51.849,66.93326569,969.616214938776,21.1,0.145826242412536,,0.0413,,22.142,77.858,9.047280285,1.0,34.51442135,
2719,50.781,49.431,52.16,64.00440979,980.083591998081,21.6,0.16569863287437,,0.0433,,22.248,77.752,9.138990094,1.02699995040894,34.51103697,
2720,51.202,49.808,52.63,71.96820831,1017.7878239279,22.1,0.164998116426998,3.43384003639221,0.0445,,22.372,77.628,9.241946941,1.04200005531311,38.34059787,
2721,51.589,50.09,53.132,82.3395462,774.411600504375,22.6,0.169020777454819,3.25130009651184,0.0493,,22.515,77.485,9.356973052,1.07200002670288,38.65410953,
2722,52.083,50.867,53.317,84.95798492,691.980094943092,23.1,0.151446781920199,,0.0371,101.0,22.677,77.323,9.484698858,1.11800003051758,38.27772119,
2723,52.308,50.898,53.752,72.91976166,662.897530045018,,0.142517342395542,,0.0434,,22.858,77.142,9.625769072,1.12699997425079,42.21562356,
2724,52.825,51.372,54.317,66.04032135,720.265046964353,,0.140346743425041,,0.0519,,23.059,76.941,9.781107203,1.12999999523163,44.75798518,37.5
2725,53.259,51.664,54.908,69.39678955,701.621216594764,,0.139518738482728,,0.0539,,23.279,76.721,9.951135834,1.12000000476837,47.52838524,
2726,52.777,51.218,54.396,,643.772221286329,,,,0.0611,,23.52,76.48,10.13711759,1.64499998092651,52.19169152,
2727,,,,,685.690284124456,,,,,,23.781,76.219,,1.53799998760223,,
2728,71.47,68.295,74.507,,,,,,1.019,,38.7,61.3,,,,
2729,69.747,66.455,73.006,,,,,,,,38.436,61.564,,,,
2730,72.043,69.154,74.796,,,,,,,,38.172,61.828,,,,
2731,70.305,67.043,73.536,,,,,,,,37.909,62.091,,,,
2732,72.476,69.422,75.413,,,,,,,,37.646,62.354,,,,
2733,72.031,68.831,75.149,,,,,,,,37.385,62.615,,,,
2734,72.366,69.262,75.366,,,,,,,,37.124,62.876,,,,
2735,73.235,70.156,76.176,,,,,,,,36.864,63.136,,,,
2736,71.206,67.982,74.386,,,,,,,,36.604,63.396,,,,
2737,71.508,68.26,74.707,,,,,,,,36.346,63.654,,,,
2738,71.165,67.765,74.55,,,,,,1.2,,36.088,63.912,,,,
2739,71.685,68.402,74.923,,,,,,,,35.803,64.197,,,,
2740,71.868,68.537,75.155,,,,,,,,35.394,64.606,,,,
2741,72.148,68.855,75.379,,,,,,,,34.989,65.011,,,,
2742,72.237,68.974,75.429,,,,,,,,34.585,65.415,,,,
2743,71.651,68.313,74.945,,,,,,,,34.183,65.817,,,,
2744,72.57,69.384,75.662,,,,,,,,33.783,66.217,,,,
2745,72.833,69.658,75.91,,,,,,,,33.387,66.613,,,,
2746,73.211,70.015,76.299,,,,,,,,32.992,67.008,,,,
2747,72.509,69.223,75.73,,,,,,,,32.599,67.401,,,,
2748,73.428,70.276,76.468,,,,,,1.457,,32.209,67.791,,,,
2749,73.858,70.759,76.825,,,,,,1.522,,31.909,68.091,,,,
2750,74.87,71.961,77.593,,,,,,,,31.89,68.11,,,,
2751,74.041,71.006,76.955,,,,,,,,31.871,68.129,,,,
2752,76.076,73.248,78.684,,,,,,,,31.851,68.149,,,,
2753,75.266,72.435,77.927,,,,,,,,31.832,68.168,,,,
2754,75.616,72.763,78.303,,,,,,,,31.813,68.187,,,,
2755,76.623,73.838,79.191,,,,,,,,31.707,68.293,,,,
2756,77.045,74.33,79.525,,,,,,,,31.602,68.398,,,,
2757,77.211,74.524,79.661,,,,,,,,31.497,68.503,,,,
2758,77.185,74.436,79.723,,,,,,,,31.392,68.608,,,,
2759,76.617,74.219,78.824,,,,,,,,31.262,68.738,,6.20699977874756,,
2760,78.125,75.188,80.867,,,,,,,,31.076,68.924,,6.65999984741211,,
2761,76.547,73.759,79.218,,,,,,,,30.891,69.109,,7.65299987792969,,
2762,78.005,75.52,80.28,,,,,,,,30.706,69.294,,7.84800004959106,,
2763,77.749,75.214,80.105,,,,,,,,30.522,69.478,,7.57399988174438,,
2764,77.962,75.46,80.289,,,,,,,,30.4,69.6,,7.50899982452393,,
2765,78.211,75.766,80.483,,,,,,,,30.416,69.584,,7.2810001373291,,
2766,78.898,76.443,81.167,,41227.4032584823,,,,,,30.432,69.568,,6.83099985122681,,
2767,78.935,76.505,81.192,,43250.7057089383,,,,,,30.449,69.551,,6.48400020599365,,
2768,79.155,76.755,81.393,,44316.1535931325,,,,,,30.465,69.535,,5.89599990844727,,
2769,79.277,76.907,81.499,,42681.0417435135,,,,,,30.495,69.505,,5.54500007629395,,
2770,78.906,76.561,81.135,,45278.0584726676,,,,,,30.557,69.443,,5.82999992370605,,
2771,79.618,77.323,81.775,,49430.5290888732,,,,,,30.619,69.381,,6.17799997329712,,
2772,80.125,77.826,82.277,,57202.5610285933,,,,,,30.681,69.319,,6.375,,
2773,80.344,78.073,82.472,,58550.834602655,,,,,,30.743,69.257,,6.30700016021729,,
2774,80.694,78.403,82.846,,63666.8772417889,,,,,,30.805,69.195,,5.99900007247925,,
2775,81.166,78.914,83.268,,75152.6097830544,,,,,,30.867,69.133,,5.67700004577637,,
2776,81.317,79.081,83.413,,,,,,,,30.929,69.071,,5.75,,
2777,80.995,78.721,83.175,,,,,,,,30.992,69.008,81.5,7.17700004577637,,
2778,81.12,78.904,83.246,,,,,,,,31.054,68.946,81.5,7.55100011825562,,
2779,81.726,79.466,83.891,,,,,,,,31.091,68.909,81.5,7.78900003433228,,
2780,81.339,79.172,83.432,,,,,,,,31.059,68.941,81.5,8.61800003051758,,
2781,81.516,79.31,83.659,,,,,,,,31.027,68.973,81.5,9.21199989318848,,
2782,81.884,79.649,84.057,,,,,,,,30.995,69.005,81.5,8.99600028991699,,
2783,81.433,79.268,83.552,,,,,,,,30.962,69.038,81.5,8.5959997177124,,
2784,81.366,79.22,83.474,,,,,,,,30.93,69.07,81.5,8.11800003051758,,
2785,81.331,79.158,83.481,,,,,,,,30.914,69.086,81.5,7.50500011444092,,
2786,81.375,79.205,83.525,,,,,,,,30.914,69.086,,6.93200016021729,,
2787,81.39,79.266,83.499,,,,,,,,30.931,69.069,,6.77699995040894,,
2788,81.264,79.141,83.387,,,,,,,,30.963,69.037,,7.81099987030029,,
2789,,,,,,,,,,,31.012,68.988,,7.55299997329712,,
2790,57.015,54.769,59.414,,504.801137829134,,,,0.559,,67.836,32.164,,,0.0,
2791,57.537,55.243,59.995,,554.484617281009,,,,,,68.66,31.34,,,,
2792,57.771,55.229,60.521,,638.250782132792,,,,,,69.435,30.565,,,,
2793,57.15,54.438,60.129,,654.827122347189,,,,,,70.2,29.8,,,,
2794,58.738,56.156,61.518,,677.88290577601,,,,,,70.955,29.045,,,,
2795,59.455,57.032,62.031,,669.998513608101,,,,0.473,,71.696,28.304,,,0.0,
2796,59.689,57.069,62.498,,771.983408842778,,,,,,72.427,27.573,,,,
2797,60.72,58.047,63.59,,751.98311676561,,,,,,73.146,26.854,,,,
2798,61.63,59.016,64.419,,755.105667840742,,,,,,73.854,26.146,,,,
2799,61.905,59.234,64.761,,867.526266870549,,,,,,74.547,25.453,,,,
2800,62.491,59.895,65.223,,929.313924085111,,,8.42936038970947,0.463,,75.227,24.773,,,0.0,
2801,62.732,59.995,65.637,,1090.11445220707,,,10.4429903030396,,,75.883,24.117,,,,
2802,62.281,59.11,65.722,,1168.35125864755,,,12.6771602630615,,,76.528,23.472,,,,
2803,63.905,60.696,67.334,,1633.34490121059,,,14.1505002975464,,,77.159,22.841,,,,
2804,64.901,62.261,67.644,,1547.86613053865,,,13.652250289917,,,77.778,22.222,,,,
2805,66.279,63.446,69.238,,716.405389705821,39.7,,13.7978200912476,,,78.386,21.614,,,0.0,
2806,65.855,63.149,68.678,,957.15415420975,40.4,,12.1742401123047,,,78.982,21.018,,,0.0,
2807,67.402,64.501,70.433,,1272.84141718307,41.1,,11.7792501449585,,,79.565,20.435,,,0.0,
2808,68.074,65.021,71.28,,1435.65231572389,41.7,,11.5180597305298,,,80.136,19.864,,,0.0,
2809,68.186,65.263,71.236,,1928.79145039498,42.4,,11.0130300521851,0.516,,80.695,19.305,,,0.0,
2810,68.84,65.885,71.913,,2531.57326088891,43.1,,12.3678102493286,,,81.243,18.757,,,0.0,
2811,69.909,66.969,72.936,,2965.37426047676,43.7,,,,,81.778,18.222,,,0.0,
2812,70.299,67.152,73.575,,2144.9155653516,44.3,,13.0745296478271,,,82.226,17.774,,,0.0,
2813,70.011,66.624,73.598,,1699.6565892938,44.9,,14.6026697158813,,,82.359,17.641,,,0.0,
2814,70.46,66.926,74.215,,1615.32090775033,45.5,,15.340160369873,0.817,,82.492,17.508,,,0.0,
2815,71.176,67.998,74.453,,1436.17691606775,46.1,,15.982569694519,,,82.624,17.376,,,0.0,
2816,71.81,68.742,74.918,,1509.53260615105,46.7,,17.3016204833984,,,82.755,17.245,,,0.0,
2817,72.54,69.76,75.288,,1750.63209480314,47.3,,18.097900390625,,,82.885,17.115,,,0.0,56.2
2818,72.456,69.467,75.456,,2015.74900655722,47.8,,18.9520206451416,,,83.014,16.986,,,0.0,
2819,72.467,69.244,75.749,,2276.37690932387,48.4,,,,,83.143,16.857,,,0.037216408,
2820,72.574,69.269,75.96,,2481.76687492952,48.9,2.28736430578493,,1.1,,83.271,16.729,,,0.104332892,57.2
2821,73.574,70.376,76.794,,2789.77637280739,49.4,2.16045707308207,21.1590805053711,1.066,,83.398,16.602,,5.23000001907349,0.266451437,
2822,74.135,71.171,77.068,,3335.02663299765,50.0,2.1999235686185,24.0111198425293,0.9949,,83.564,16.436,,4.34999990463257,0.467541804,54.8
2823,74.195,71.171,77.21,,3521.67550817062,50.5,2.30883760456384,26.1857204437256,,,83.896,16.104,,4.48999977111816,0.608541585,
2824,74.614,71.52,77.704,,4011.66231072682,51.1,2.50797393564865,26.9255599975586,,,84.223,15.777,,5.86999988555908,0.814113391,56.4
2825,74.609,71.429,77.812,,5094.54828377286,51.6,2.70309713753319,27.4359893798828,,,84.545,15.455,,4.69999980926514,1.368639745,
2826,74.899,71.641,78.196,,5376.10596485802,52.2,3.07208458317799,29.2094898223877,,,84.861,15.139,,7.40999984741211,2.185860172,54.9
2827,75.596,72.335,78.86,,5788.85994826956,52.7,3.46336680984482,30.1098098754883,,,85.172,14.828,,7.1399998664856,2.766776987,
2828,75.669,72.611,78.72,,5467.54118035129,53.3,3.46808660174323,32.0079383850098,,,85.477,14.523,,7.30999994277954,6.429716534,55.5
2829,76.018,72.93,79.09,,4981.15847141422,53.9,3.58648718636357,35.367618560791,,,85.778,14.222,,11.1599998474121,14.89605908,
2830,76.87,73.714,79.977,672.11029053,5097.11493718915,54.5,3.28430563740445,35.3763008117676,,,86.073,13.927,50.93020344,10.4899997711182,22.15717664,52.8
2831,76.773,73.6,79.921,713.14837646,4606.87847152539,55.0,3.11969006913048,,,,86.363,13.637,51.18679267,10.3900003433228,32.85744801,
2832,77.445,74.252,80.582,750.80285645,4479.15337213406,55.6,3.12990035752261,40.3782501220703,0.8921,,86.606,13.394,51.43395989,10.1700000762939,39.78841312,
2833,77.387,74.306,80.433,795.02722168,4824.20309753765,56.2,3.16537273732221,43.469539642334,0.9466,,86.665,13.335,51.65471264,9.77000045776367,45.83031509,51.5
2834,77.616,74.479,80.72,815.20770264,6185.50633517632,56.7,3.4317716257297,43.930248260498,0.9842,,86.725,13.275,53.21928976,10.1599998474121,57.81873304,
2835,78.016,74.912,81.078,839.83605957,7561.8305480446,57.3,3.46021175238628,49.368839263916,0.9804,,86.783,13.217,54.79560816,9.34000015258789,65.34385645,
2836,78.261,75.512,80.917,950.77801514,9418.0627175215,57.8,3.49871371161349,48.2346687316895,1.0404,,86.842,13.158,56.3840428,9.02000045776367,76.22360399,47.3
2837,77.826,75.043,80.549,1046.22192383,10461.3654213132,58.4,3.91439186129147,53.9566688537598,1.0365,,86.9,13.1,57.98429897,8.43000030517578,84.59985967,
2838,78.484,75.674,81.25,1112.30090332,10783.1715606341,58.9,4.08067418476059,56.7312698364258,1.0389,,86.959,13.041,59.59664186,9.28999996185303,88.80729074,
2839,78.741,75.941,81.481,1164.97583008,10182.860471021,59.5,3.88809237634111,60.9114990234375,1.0294,,87.017,12.983,61.22076212,11.3100004196167,97.72343715,47.0
2840,78.501,75.734,81.213,1230.44274902,12767.7812065383,60.0,4.10193692579499,67.8634262084961,1.4333,,87.074,12.926,62.85662723,8.40999984741211,116.7493111,
2841,79.11,76.451,81.684,1377.5559082,14628.5724573037,60.5,4.45277178026396,72.2767868041992,1.5854,,87.132,12.868,64.50452638,7.32000017166138,129.9394599,46.0
2842,79.023,76.379,81.596,1510.03894043,15406.4929435446,61.0,4.52145306624735,75.9310684204102,1.7471,,87.189,12.811,66.16412487,6.6399998664856,138.0537951,
2843,79.339,76.579,82.034,1670.55578613,15833.2752047998,61.5,4.74016878998625,79.9562911987305,1.8806,,87.246,12.754,67.83556426,6.19999980926514,135.1310128,45.8
2844,79.473,76.736,82.145,1779.0222168,14666.3435315712,62.0,4.32857635960575,82.8463821411133,2.0278,,87.303,12.697,69.51881798,6.65000009536743,133.8868853,
2845,79.746,77.035,82.384,1884.59069824,13569.9478008231,62.6,4.601535129635,85.2667236328125,2.147,,87.36,12.64,71.18451893,6.48999977111816,129.861175,44.4
2846,80.079,77.496,82.57,1996.57116699,13785.6883317516,63.1,4.78271270581768,87.1881408691406,2.2937,0.2,87.422,12.578,72.75744191,6.73000001907349,128.8584324,
2847,80.35,78.015,82.601,2219.13549805,15045.5276791243,,4.74016031262651,88.4644165039063,2.4411,,87.49,12.51,74.37180759,6.94999980926514,125.28541,44.4
2848,80.133,77.684,82.527,2265.85986328,15795.7084630954,,4.63119173167597,90.8963088989258,2.5912,,87.564,12.436,75.70739056,7.21000003814697,134.6365175,
2849,80.326,77.894,82.711,2424.14916992,14631.9468779229,,4.79897448626273,93.1011276245117,2.6614,,87.643,12.357,77.15227438,7.26999998092651,131.5774455,
2850,79.377,76.745,82.041,,13094.4595313609,,,91.6693496704102,2.8351,,87.727,12.273,78.60140201,11.1400003433228,129.8851806,44.9
2851,,,,,16265.0959767147,,,,,,87.817,12.183,,9.35000038146973,136.3134058,
2852,33.275,32.11,34.615,,89.5205415103584,,,,,,16.203,83.797,,,0.0,
2853,40.468,38.982,42.148,,75.8058379259965,,,,,,16.708,83.292,,,,
2854,50.818,48.813,53.04,,70.9094116671007,,,,,,17.226,82.774,,,,
2855,51.408,49.407,53.608,,74.3136434486145,,,,,,17.757,82.243,,,,
2856,52.156,50.157,54.337,,85.4985551596313,,,,,,18.299,81.701,,,,
2857,52.912,50.868,55.135,,98.4867777522206,,,,1.07,,18.086,81.914,,,0.0,
2858,53.637,51.639,55.786,,104.324566181147,,,,0.96,,17.915,82.085,,,,
2859,54.351,52.37,56.466,,96.5895319417819,,,,0.94,,17.785,82.215,,,,
2860,55.057,53.106,57.123,,91.4727183066072,,,,0.91,,17.656,82.344,,,,
2861,55.738,53.804,57.774,,100.12990326618,,,,0.88,,17.528,82.472,,,,
2862,56.607,54.685,58.617,,113.162991554686,,,0.128209993243217,0.86,,17.4,82.6,,,0.0,
2863,57.565,55.703,59.487,,118.654577785346,,,,0.85,,17.292,82.708,,,,
2864,58.418,56.525,60.367,,131.883561243868,,,,0.86,,17.184,82.816,,,,
2865,59.389,57.449,61.382,,157.090374298657,,,0.206389993429184,0.89,,17.184,82.816,,,,
2866,60.168,58.123,62.282,,160.140093727686,,,0.338420003652573,0.92,,17.292,82.708,,,,
2867,60.917,58.823,63.084,,178.341819608096,9.9,,0.475859999656677,0.96,,17.4,82.6,,,0.0,
2868,61.796,59.692,63.97,,165.40554037242,10.2,,0.565069973468781,1.0,,17.46,82.54,,,0.0,
2869,62.538,60.402,64.747,,185.422832913673,10.4,,0.637220025062561,1.03,,17.52,82.48,,,0.0,
2870,63.218,61.05,65.463,,156.396388520044,10.7,,0.706300020217896,,,17.9,82.1,,,0.0,
2871,63.865,61.677,66.133,,183.983152215978,11.0,,0.966149985790253,1.12,,18.617,81.383,,,0.0,
2872,64.42,62.206,66.719,,194.804722186836,11.3,,1.1303299665451,,,19.358,80.642,,,0.0,
2873,64.975,62.737,67.305,,197.071474499102,11.7,,1.78178000450134,1.25,,20.118,79.882,,,0.0,
2874,65.463,63.212,67.807,,203.334919503464,12.0,,,1.3,,20.902,79.098,,,0.0,
2875,65.904,63.623,68.287,,225.431928890812,12.4,,,1.32,,21.545,78.455,,,0.0,
2876,66.3,64.017,68.687,,250.713969046988,12.8,,2.01842999458313,1.33,,22.203,77.797,,,0.0,
2877,66.643,64.338,69.06,,294.45884850496,13.2,,2.43659996986389,,,22.874,77.126,,,0.0,
2878,66.97,64.646,69.411,,281.928120911563,13.6,,2.97222995758057,1.35,,23.559,76.441,,,0.0,
2879,67.288,64.912,69.795,,251.811956961329,14.1,,3.11257004737854,1.37,,24.259,75.741,,,6.38e-05,
2880,67.581,65.202,70.094,,283.537695240524,14.5,,3.08206009864807,1.47,,24.974,75.026,,,0.000289186,
2881,67.838,65.478,70.331,,310.8819124049,15.0,,2.99196004867554,1.54,,25.701,74.299,,,0.000864322,
2882,68.005,65.714,70.424,,317.884673040928,15.4,1.91454256354691,2.97255992889404,1.1015,,26.442,73.558,,,0.001587842,32.2
2883,68.169,66.099,70.333,,333.142145400184,15.9,2.00053876501156,2.89145994186401,,,27.312,72.688,,2.36999988555908,0.004061416,
2884,68.734,66.608,70.965,,366.460692302073,16.4,2.07574443977098,2.80566000938416,,,28.2,71.8,,2.36999988555908,0.014946866,
2885,69.216,67.006,71.548,,377.389839479958,16.9,2.24484063677404,2.88968992233276,,,29.103,70.897,,2.69000005722046,0.053350925,33.9
2886,69.52,67.414,71.736,,473.492278718042,17.4,2.32219224976612,3.61140990257263,,,30.024,69.976,,2.90000009536743,0.129878018,
2887,70.008,67.833,72.308,,609.656679202484,17.9,2.56347859285972,4.39014005661011,1.1664,,30.961,69.039,,3.0,0.29791213,
2888,70.266,68.152,72.503,,709.413755085039,18.5,2.5218758983204,4.91531991958618,1.1725,,31.916,68.084,,3.11999988555908,0.557926117,35.2
2889,70.672,68.558,72.915,,781.744164341053,19.0,2.54790155071845,5.35011005401611,1.1865,,32.883,67.117,,3.23000001907349,1.069072913,
2890,71.172,68.916,73.587,,828.580479295681,19.6,2.60583685941696,5.86393022537231,1.1839,,33.867,66.133,,3.24000000953674,1.913884263,
2891,71.419,69.38,73.582,,873.28706172579,20.2,2.51741988529098,6.39427995681763,1.212,,34.865,65.135,,3.25,3.448689963,38.7
2892,71.881,69.723,74.189,128.20191956,959.372483639691,20.8,2.65041242787957,7.59041023254395,1.2356,,35.877,64.123,13.12912376,3.25999999046326,6.744724531,
2893,72.606,70.162,75.258,133.09199524,1053.10824300452,21.4,2.77476117466682,9.78911018371582,1.2535,,37.093,62.907,13.49134882,3.79999995231628,11.37860424,
2894,72.985,70.538,75.64,151.24617004,1148.5082904417,22.0,2.97567952092608,12.6284799575806,1.1134,,38.425,61.575,14.36520496,4.23999977111816,16.08250443,42.0
2895,73.371,70.91,76.044,170.03675842,1288.64325183381,22.7,3.42743725260012,15.4526796340942,1.16,,39.776,60.224,16.4711643,4.57999992370605,20.94488156,
2896,73.748,71.275,76.433,185.58728027,1508.66809788266,23.4,3.9541074584563,17.6912593841553,1.1895,,41.144,58.856,18.7369101,4.48999977111816,25.81891467,
2897,74.111,71.619,76.819,207.13807678,1753.41782925823,24.1,4.46770002977058,19.0869998931885,1.2127,,42.522,57.478,21.15726769,4.51999998092651,30.14865123,40.9
2898,74.504,72.043,77.167,225.84306335,2099.22943460447,24.8,4.91027613220527,20.2191905975342,1.247,,43.868,56.132,23.71607541,4.42999982833862,35.11253649,
2899,74.762,72.248,77.492,245.42642212,2693.97006340526,25.5,5.30636601507814,20.52121925354,1.2676,,45.199,54.801,26.41296376,4.34999990463257,41.41509824,
2900,74.872,72.389,77.562,288.0189209,3468.30460207434,26.2,5.43507562169489,20.6841201782227,1.3166,,46.539,53.461,29.25110684,4.59000015258789,48.20785124,43.0
2901,75.343,72.831,78.066,352.53701782,3832.23643246702,27.0,5.79831875382626,22.4430599212646,1.3922,,47.88,52.12,32.22411192,4.71999979019165,55.79864972,
2902,75.599,73.08,78.326,379.24588013,4550.4531077571,27.8,6.33541769065302,24.1984901428223,1.4334,,49.226,50.774,35.32940402,4.53000020980835,63.71521287,43.7
2903,75.903,73.368,78.644,433.34985352,5614.35213522574,28.5,6.90134442946652,25.6478500366211,1.4596,,50.511,49.489,38.5387437,4.55000019073486,72.67381064,42.4
2904,76.192,73.613,78.983,499.31369019,6300.61511825789,29.3,7.04618267539082,28.7256698608398,1.5367,,51.765,48.235,41.85739972,4.57999992370605,81.38349829,42.2
2905,76.452,73.884,79.223,551.38391113,7020.33848453658,30.0,7.32414711459464,32.4336700439453,1.6332,,53.013,46.987,45.29026847,4.59999990463257,89.31856151,39.7
2906,76.717,74.134,79.499,587.25231934,7636.11660125265,30.8,7.29423550644745,42.4307289123535,1.6877,,54.259,45.741,48.83494578,4.63000011444092,92.84598562,39.2
2907,76.977,74.379,79.772,627.6307373,8016.43143498352,31.6,7.14644935672822,46.0404281616211,1.7732,,55.5,44.5,52.48634689,4.65000009536743,92.70071605,38.6
2908,77.218,74.582,80.053,658.57800293,8094.36336674652,32.3,7.11538500511605,48.0190200805664,1.8647,0.6,56.736,43.264,56.24054077,4.55999994277954,97.36386675,38.5
2909,77.248,74.433,80.321,706.36828613,8816.98690451883,,7.23098503140634,49.0732612609863,1.9798,,57.96,42.04,60.09072637,4.46999979019165,104.2265872,39.1
2910,77.744,75.046,80.637,784.19335938,9905.34200388822,,7.48733189390915,50.6044387817383,2.0969,,59.152,40.848,64.02449293,4.30999994277954,116.3882038,38.5
2911,77.968,75.298,80.816,880.19128418,10143.8381955585,,7.60593696057347,53.7649116516113,2.2266,,60.308,39.692,68.03605785,4.55999994277954,122.8132903,38.2
2912,78.077,75.305,81.058,,10408.6697561349,,,58.4201011657715,,,61.428,38.572,69.65580705,5.0,120.5961882,
2913,,,,,12556.3331200058,,,63.6019592285156,,,62.512,37.488,,4.55000019073486,121.5140853,
2914,57.13,55.099,59.187,,256.962847338565,,,,0.354,,46.268,53.732,,,0.0,
2915,57.73,55.714,59.765,,280.579137401505,,,,,,47.702,52.298,,,,
2916,58.301,56.306,60.309,,296.894148895734,,,,,,49.143,50.857,,,,
2917,58.892,56.919,60.87,,280.993494299019,,,,,,50.584,49.416,,,,
2918,59.375,57.385,61.368,,336.722068787801,,,,,,52.027,47.973,,,,
2919,59.815,57.826,61.803,,315.212329517137,,,,0.377,,52.82,47.18,,,0.0,
2920,60.204,58.214,62.19,,288.575890071302,,,,,,53.587,46.413,,,,
2921,60.531,58.529,62.527,,301.136382485833,,,,,,54.352,45.648,,,,
2922,60.871,58.84,62.894,,299.922605075449,,,,,,55.117,44.883,,,,
2923,61.216,59.147,63.274,,316.305007317933,,,,,,55.877,44.123,,,,
2924,61.569,59.459,63.668,,344.332599843029,,,4.2470498085022,0.42,,56.635,43.365,,,0.0,
2925,62.051,59.913,64.177,,365.345951070262,,,4.72131013870239,,,57.39,42.61,,,,
2926,62.569,60.383,64.745,,395.98762231097,,,5.32317018508911,,,58.143,41.857,,,,
2927,63.06,60.806,65.314,,460.600711257064,,,5.72088003158569,,,58.89,41.11,,,,
2928,63.64,61.354,65.929,,540.226188873276,,,6.24666023254395,,,59.607,40.393,,,,
2929,64.27,61.913,66.639,,559.681441470476,32.0,,7.11062002182007,,,60.306,39.694,,,0.0,
2930,64.845,62.415,67.297,,641.550720418532,32.7,,7.52815008163452,,,61.003,38.997,,,0.0,
2931,65.424,62.921,67.959,,796.556192288003,33.4,,8.53538990020752,0.478,,61.693,38.307,,,0.0,
2932,65.954,63.373,68.579,,930.406202098949,34.1,,8.81997013092041,,,62.379,37.621,,,0.0,
2933,66.38,63.749,69.063,,1092.30456373975,34.9,,9.01661968231201,,,63.061,36.939,,,0.0,
2934,66.868,64.174,69.626,,1275.99659324238,35.6,,8.85468006134033,,,63.738,36.262,,,0.0,
2935,67.197,64.451,70.019,,1358.48545216789,36.4,,10.1302795410156,,,64.408,35.592,,,0.0,
2936,67.531,64.75,70.395,,1421.92168833937,37.1,,10.4747400283813,,,65.073,34.927,,,0.0,
2937,67.745,64.901,70.685,,1381.12004825276,37.8,,10.9207801818848,,,65.733,34.267,,,0.0,
2938,67.979,65.024,71.05,,1333.37091115403,38.6,,11.4685802459717,,,66.387,33.613,,,0.0,
2939,66.276,63.477,69.186,,1189.86912589546,39.3,,11.756890296936,,,67.034,32.966,,,0.0,
2940,68.26,64.975,71.716,,1166.30079731611,40.1,,12.4849796295166,,,67.566,32.434,,,0.0,
2941,68.268,64.756,71.992,,1188.5517771004,40.8,,12.9714403152466,,,68.051,31.949,,,0.0,
2942,68.391,64.605,72.44,,1254.53154613477,41.5,,13.6779499053955,,,68.532,31.468,,,0.0,
2943,68.533,64.576,72.781,,1238.60336697052,42.3,,14.2334299087524,,,69.008,30.992,,,0.0,
2944,68.644,64.539,73.067,,1467.54743608627,43.0,1.49472140653622,14.6540098190308,0.7906,,69.481,30.519,,,0.0,
2945,68.813,64.652,73.296,,1477.95857637291,43.7,1.51596080718361,15.3453702926636,0.8463,,69.949,30.051,,10.1199998855591,0.0,
2946,69.038,64.86,73.533,,1721.29167957045,44.4,1.54718582338174,15.9850597381592,0.9039,,70.415,29.585,,9.4399995803833,0.0,51.5
2947,69.342,65.221,73.757,,1919.61038565151,45.1,1.61434140691818,16.1512298583984,0.9448,,70.874,29.126,,7.80000019073486,0.0,
2948,69.613,65.533,73.969,,2314.84441713444,45.8,1.60870543665657,16.7001991271973,0.9904,,71.328,28.672,,8.25,0.245938139,
2949,69.933,65.885,74.24,,2571.78258640527,46.4,1.64886943186509,16.6697406768799,1.0363,,71.777,28.223,,8.72000026702881,0.763384012,
2950,70.189,66.13,74.5,,2652.28733121773,47.1,1.60103413975316,17.9104194641113,1.0765,,72.223,27.777,,11.8100004196167,1.42730078,56.9
2951,70.492,66.431,74.798,,2860.12181480835,47.7,1.72128319610889,21.10671043396,1.1197,,72.662,27.338,,12.1400003433228,3.391517836,
2952,70.738,66.662,75.053,,2594.41982530463,48.4,1.6982736905622,23.6721591949463,1.1672,,73.098,26.902,,15.0,4.744384773,
2953,70.926,66.884,75.195,,2233.66813460464,49.0,1.43578988256923,23.2974300384521,1.2052,,73.53,26.47,,20.0599994659424,5.096626456,58.7
